sugar_level,ph_level,alcohol_level,fixed acidity,volatile acidity,citric acid,chlorides,free sulfur dioxide,total sulfur dioxide,density,sulphates,class
> 3.0,3.00 - 3.25,> 12.0,8.9,0.48,0.53,0.10099999999999999,3.0,10.0,0.9958600000000001,0.59,high
1.5 - 2.0,3.00 - 3.25,9.5 - 10.0,11.6,0.23,0.57,0.07400000000000001,3.0,8.0,0.9981,0.7,high
1.5 - 2.0,3.00 - 3.25,> 12.0,9.1,0.4,0.5,0.071,7.0,16.0,0.9946200000000001,0.69,high
1.5 - 2.0,3.25 - 3.50,11.0 - 11.5,8.0,0.38,0.44,0.098,6.0,15.0,0.9956,0.64,high
2.0 - 2.5,3.00 - 3.25,11.5 - 12.0,10.2,0.29,0.65,0.075,6.0,17.0,0.99565,0.63,high
1.5 - 2.0,3.25 - 3.50,11.5 - 12.0,8.2,0.74,0.09,0.067,5.0,10.0,0.99418,0.57,high
2.0 - 2.5,3.25 - 3.50,10.0 - 10.5,7.7,0.61,0.18,0.083,6.0,20.0,0.9963,0.6,high
2.0 - 2.5,3.25 - 3.50,> 12.0,6.6,0.52,0.08,0.07,13.0,26.0,0.9935799999999999,0.72,high
2.0 - 2.5,3.00 - 3.25,10.5 - 11.0,11.1,0.31,0.53,0.06,3.0,10.0,0.99572,0.83,high
2.0 - 2.5,3.00 - 3.25,10.5 - 11.0,11.1,0.31,0.53,0.06,3.0,10.0,0.99572,0.83,high
2.5 - 3.0,3.25 - 3.50,10.5 - 11.0,8.0,0.62,0.35,0.086,28.0,52.0,0.997,0.62,low
<= 1.5,3.00 - 3.25,11.0 - 11.5,9.3,0.33,0.45,0.057,19.0,37.0,0.99498,0.89,high
> 3.0,3.00 - 3.25,9.0 - 9.5,7.5,0.77,0.2,0.098,30.0,92.0,0.99892,0.58,low
1.5 - 2.0,3.25 - 3.50,9.0 - 9.5,7.2,0.35,0.26,0.083,33.0,75.0,0.9968,0.58,high
2.5 - 3.0,3.25 - 3.50,10.5 - 11.0,8.0,0.62,0.33,0.08800000000000001,16.0,37.0,0.9972,0.58,high
> 3.0,3.00 - 3.25,9.0 - 9.5,7.5,0.77,0.2,0.098,30.0,92.0,0.99892,0.58,low
1.5 - 2.0,3.25 - 3.50,10.0 - 10.5,9.1,0.25,0.34,0.071,45.0,67.0,0.99769,0.86,high
1.5 - 2.0,3.00 - 3.25,11.0 - 11.5,9.9,0.32,0.56,0.073,3.0,8.0,0.99534,0.73,high
> 3.0,3.25 - 3.50,10.5 - 11.0,8.6,0.37,0.65,0.08,3.0,8.0,0.9981700000000001,0.58,low
> 3.0,3.25 - 3.50,10.5 - 11.0,8.6,0.37,0.65,0.08,3.0,8.0,0.9981700000000001,0.58,low
> 3.0,3.00 - 3.25,> 12.0,7.9,0.3,0.68,0.05,37.5,278.0,0.99316,0.51,high
<= 1.5,3.00 - 3.25,11.5 - 12.0,10.3,0.27,0.56,0.047,3.0,8.0,0.99471,0.51,high
> 3.0,3.00 - 3.25,> 12.0,7.9,0.3,0.68,0.05,37.5,289.0,0.99316,0.51,high
1.5 - 2.0,3.25 - 3.50,9.0 - 9.5,7.2,0.38,0.3,0.073,31.0,70.0,0.99685,0.59,high
2.0 - 2.5,3.25 - 3.50,11.5 - 12.0,8.7,0.42,0.45,0.07200000000000001,32.0,59.0,0.9961700000000001,0.77,high
1.5 - 2.0,3.25 - 3.50,9.0 - 9.5,7.2,0.38,0.3,0.073,31.0,70.0,0.99685,0.59,high
1.5 - 2.0,3.00 - 3.25,9.5 - 10.0,6.8,0.48,0.08,0.07400000000000001,40.0,64.0,0.99529,0.49,low
> 3.0,3.25 - 3.50,11.5 - 12.0,8.5,0.34,0.4,0.055,3.0,9.0,0.9973799999999999,0.66,high
1.5 - 2.0,3.25 - 3.50,11.0 - 11.5,7.9,0.19,0.42,0.057,18.0,30.0,0.9940000000000001,0.69,high
<= 1.5,3.00 - 3.25,9.5 - 10.0,11.6,0.41,0.54,0.095,22.0,41.0,0.99735,0.76,high
<= 1.5,3.00 - 3.25,9.5 - 10.0,11.6,0.41,0.54,0.095,22.0,41.0,0.99735,0.76,high
1.5 - 2.0,2.74 - 3.00,11.5 - 12.0,10.0,0.26,0.54,0.083,42.0,74.0,0.99451,0.63,high
1.5 - 2.0,3.25 - 3.50,11.0 - 11.5,7.9,0.34,0.42,0.086,8.0,19.0,0.99546,0.6,high
1.5 - 2.0,3.25 - 3.50,11.0 - 11.5,7.0,0.54,0.09,0.081,10.0,16.0,0.99479,0.59,high
2.0 - 2.5,3.25 - 3.50,11.5 - 12.0,9.2,0.31,0.36,0.079,11.0,31.0,0.99615,0.86,high
> 3.0,3.25 - 3.50,10.5 - 11.0,6.6,0.725,0.09,0.11699999999999999,9.0,17.0,0.99655,0.49,high
2.0 - 2.5,3.00 - 3.25,10.0 - 10.5,9.4,0.4,0.47,0.087,6.0,20.0,0.99772,0.5,low
> 3.0,3.25 - 3.50,10.5 - 11.0,6.6,0.725,0.09,0.11699999999999999,9.0,17.0,0.99655,0.49,high
<= 1.5,3.00 - 3.25,9.0 - 9.5,8.6,0.52,0.38,0.096,5.0,18.0,0.99666,0.52,low
2.0 - 2.5,3.00 - 3.25,> 12.0,8.0,0.31,0.45,0.21600000000000003,5.0,16.0,0.9935799999999999,0.81,high
<= 1.5,3.00 - 3.25,9.0 - 9.5,8.6,0.52,0.38,0.096,5.0,18.0,0.99666,0.52,low
2.0 - 2.5,3.00 - 3.25,> 12.0,8.4,0.34,0.42,0.07200000000000001,23.0,36.0,0.99392,0.78,high
2.0 - 2.5,3.25 - 3.50,11.5 - 12.0,7.4,0.49,0.27,0.071,14.0,25.0,0.9938799999999999,0.63,high
1.5 - 2.0,3.25 - 3.50,11.0 - 11.5,6.1,0.48,0.09,0.078,18.0,30.0,0.9940200000000001,0.54,high
2.0 - 2.5,3.25 - 3.50,11.5 - 12.0,7.4,0.49,0.27,0.071,14.0,25.0,0.9938799999999999,0.63,high
2.0 - 2.5,3.25 - 3.50,> 12.0,8.0,0.48,0.34,0.073,16.0,25.0,0.9936,0.66,high
2.0 - 2.5,3.25 - 3.50,> 12.0,6.3,0.57,0.28,0.048,13.0,49.0,0.99374,0.6,low
1.5 - 2.0,3.00 - 3.25,> 12.0,8.2,0.23,0.42,0.069,9.0,17.0,0.9937600000000001,0.54,high
1.5 - 2.0,3.25 - 3.50,11.5 - 12.0,9.1,0.3,0.41,0.068,10.0,24.0,0.99523,0.85,high
> 3.0,3.25 - 3.50,9.0 - 9.5,8.1,0.78,0.1,0.09,4.0,13.0,0.99855,0.49,low
2.0 - 2.5,3.00 - 3.25,10.5 - 11.0,10.8,0.47,0.43,0.171,27.0,66.0,0.9982,0.76,high
<= 1.5,3.00 - 3.25,9.5 - 10.0,8.3,0.53,0.0,0.07,6.0,14.0,0.99593,0.64,high
1.5 - 2.0,3.50 - 4.01,> 12.0,5.4,0.42,0.27,0.092,23.0,55.0,0.99471,0.64,high
<= 1.5,3.25 - 3.50,10.5 - 11.0,7.9,0.33,0.41,0.055999999999999994,6.0,35.0,0.9939600000000001,0.71,high
1.5 - 2.0,3.00 - 3.25,9.0 - 9.5,8.9,0.24,0.39,0.07400000000000001,3.0,10.0,0.99698,0.59,high
> 3.0,3.25 - 3.50,> 12.0,5.0,0.4,0.5,0.046,29.0,80.0,0.9902,0.66,high
2.0 - 2.5,3.25 - 3.50,11.0 - 11.5,7.0,0.69,0.07,0.091,15.0,21.0,0.99572,0.6,high
2.0 - 2.5,3.25 - 3.50,11.0 - 11.5,7.0,0.69,0.07,0.091,15.0,21.0,0.99572,0.6,high
2.0 - 2.5,3.25 - 3.50,11.0 - 11.5,7.0,0.69,0.07,0.091,15.0,21.0,0.99572,0.6,high
2.0 - 2.5,3.25 - 3.50,> 12.0,7.1,0.39,0.12,0.065,14.0,24.0,0.9925200000000001,0.53,high
2.0 - 2.5,3.50 - 3.75,> 12.0,5.6,0.66,0.0,0.066,7.0,15.0,0.99256,0.58,low
2.0 - 2.5,3.00 - 3.25,> 12.0,7.9,0.54,0.34,0.076,8.0,17.0,0.99235,0.72,high
1.5 - 2.0,3.25 - 3.50,> 12.0,6.6,0.5,0.0,0.062,21.0,28.0,0.9935200000000001,0.55,high
<= 1.5,3.25 - 3.50,> 12.0,6.3,0.47,0.0,0.055,27.0,33.0,0.9922,0.48,high
1.5 - 2.0,3.00 - 3.25,11.0 - 11.5,10.7,0.4,0.37,0.081,17.0,29.0,0.99674,0.65,high
2.0 - 2.5,3.50 - 3.75,11.0 - 11.5,6.5,0.58,0.0,0.096,3.0,13.0,0.9955700000000001,0.62,low
1.5 - 2.0,3.00 - 3.25,11.0 - 11.5,8.8,0.24,0.35,0.055,13.0,27.0,0.9939399999999999,0.59,high
1.5 - 2.0,3.25 - 3.50,> 12.0,5.8,0.29,0.26,0.063,3.0,11.0,0.9915,0.54,high
2.5 - 3.0,3.50 - 3.75,11.0 - 11.5,6.3,0.76,0.0,0.07200000000000001,26.0,52.0,0.99379,0.6,high
2.5 - 3.0,3.00 - 3.25,9.5 - 10.0,10.0,0.43,0.33,0.095,28.0,89.0,0.9984,0.68,low
> 3.0,3.00 - 3.25,10.0 - 10.5,10.5,0.43,0.35,0.092,24.0,70.0,0.99798,0.69,high
1.5 - 2.0,3.00 - 3.25,10.0 - 10.5,9.1,0.6,0.0,0.057999999999999996,5.0,10.0,0.9977,0.63,high
1.5 - 2.0,3.25 - 3.50,9.0 - 9.5,5.9,0.19,0.21,0.045,57.0,135.0,0.99341,0.44,low
1.5 - 2.0,3.25 - 3.50,> 12.0,7.4,0.36,0.34,0.075,18.0,38.0,0.9933,0.88,high
> 3.0,3.25 - 3.50,11.0 - 11.5,7.2,0.48,0.07,0.08900000000000001,10.0,18.0,0.99684,0.68,high
1.5 - 2.0,3.25 - 3.50,11.5 - 12.0,8.5,0.28,0.35,0.061,6.0,15.0,0.99524,0.74,high
1.5 - 2.0,3.25 - 3.50,11.5 - 12.0,8.0,0.25,0.43,0.067,22.0,50.0,0.9946,0.6,high
1.5 - 2.0,3.00 - 3.25,11.0 - 11.5,10.4,0.52,0.45,0.08,6.0,13.0,0.99774,0.76,high
1.5 - 2.0,3.00 - 3.25,11.0 - 11.5,10.4,0.52,0.45,0.08,6.0,13.0,0.99774,0.76,high
> 3.0,3.00 - 3.25,9.0 - 9.5,7.5,0.41,0.15,0.10400000000000001,29.0,94.0,0.9978600000000001,0.58,low
1.5 - 2.0,3.25 - 3.50,9.0 - 9.5,8.2,0.51,0.24,0.079,16.0,86.0,0.99764,0.64,high
1.5 - 2.0,3.25 - 3.50,9.0 - 9.5,7.3,0.4,0.3,0.08,33.0,79.0,0.9969,0.65,high
2.0 - 2.5,3.25 - 3.50,10.5 - 11.0,8.2,0.38,0.32,0.08,24.0,71.0,0.99624,0.85,high
2.0 - 2.5,3.25 - 3.50,11.0 - 11.5,6.9,0.45,0.11,0.043,6.0,12.0,0.99354,0.65,high
1.5 - 2.0,3.50 - 3.75,9.5 - 10.0,7.0,0.22,0.3,0.065,16.0,20.0,0.99672,0.82,high
2.0 - 2.5,3.25 - 3.50,10.0 - 10.5,7.3,0.32,0.23,0.066,35.0,70.0,0.9958799999999999,0.62,low
2.0 - 2.5,3.50 - 3.75,10.0 - 10.5,8.2,0.2,0.43,0.076,31.0,51.0,0.99672,0.81,high
1.5 - 2.0,3.25 - 3.50,9.5 - 10.0,7.8,0.5,0.12,0.17800000000000002,6.0,21.0,0.996,0.87,high
> 3.0,3.00 - 3.25,11.5 - 12.0,10.0,0.41,0.45,0.071,6.0,14.0,0.99702,0.49,high
1.5 - 2.0,3.25 - 3.50,11.5 - 12.0,7.8,0.39,0.42,0.086,9.0,21.0,0.99526,0.66,high
1.5 - 2.0,3.00 - 3.25,11.5 - 12.0,10.0,0.35,0.47,0.061,6.0,11.0,0.99585,0.52,high
2.5 - 3.0,3.25 - 3.50,> 12.0,8.2,0.33,0.32,0.067,4.0,12.0,0.9947299999999999,0.76,high
2.0 - 2.5,3.25 - 3.50,> 12.0,6.1,0.58,0.23,0.044000000000000004,16.0,70.0,0.9935200000000001,0.65,high
2.0 - 2.5,3.00 - 3.25,9.5 - 10.0,8.3,0.6,0.25,0.11800000000000001,9.0,38.0,0.99616,0.53,low
2.0 - 2.5,3.00 - 3.25,11.0 - 11.5,9.6,0.42,0.35,0.083,17.0,38.0,0.9962200000000001,0.66,high
2.0 - 2.5,3.50 - 3.75,11.0 - 11.5,6.6,0.58,0.0,0.1,50.0,63.0,0.99544,0.68,high
2.0 - 2.5,3.00 - 3.25,9.5 - 10.0,8.3,0.6,0.25,0.11800000000000001,9.0,38.0,0.99616,0.53,low
1.5 - 2.0,3.25 - 3.50,11.5 - 12.0,8.5,0.18,0.51,0.071,45.0,88.0,0.99524,0.76,high
2.0 - 2.5,3.25 - 3.50,> 12.0,5.1,0.51,0.18,0.042,16.0,101.0,0.9924,0.87,high
2.5 - 3.0,3.25 - 3.50,10.5 - 11.0,6.7,0.41,0.43,0.076,22.0,54.0,0.99572,1.16,high
2.0 - 2.5,3.00 - 3.25,10.5 - 11.0,10.2,0.41,0.43,0.11,11.0,37.0,0.9972799999999999,0.67,low
2.0 - 2.5,3.00 - 3.25,11.0 - 11.5,10.6,0.36,0.57,0.087,6.0,20.0,0.9967600000000001,0.72,high
<= 1.5,3.00 - 3.25,10.0 - 10.5,8.8,0.45,0.43,0.076,12.0,21.0,0.99551,0.75,high
2.0 - 2.5,3.00 - 3.25,11.5 - 12.0,8.5,0.32,0.42,0.075,12.0,19.0,0.99434,0.71,high
1.5 - 2.0,3.25 - 3.50,9.5 - 10.0,9.0,0.785,0.24,0.078,10.0,21.0,0.99692,0.67,low
1.5 - 2.0,3.25 - 3.50,9.5 - 10.0,9.0,0.785,0.24,0.078,10.0,21.0,0.99692,0.67,low
1.5 - 2.0,3.00 - 3.25,9.0 - 9.5,8.5,0.44,0.5,0.369,15.0,38.0,0.99634,1.1,low
1.5 - 2.0,2.74 - 3.00,10.0 - 10.5,9.9,0.54,0.26,0.111,7.0,60.0,0.9970899999999999,0.98,low
2.0 - 2.5,3.25 - 3.50,> 12.0,8.2,0.33,0.39,0.07400000000000001,29.0,48.0,0.9952799999999999,0.88,high
2.5 - 3.0,3.00 - 3.25,11.5 - 12.0,6.5,0.34,0.27,0.067,8.0,44.0,0.99384,0.56,high
2.0 - 2.5,3.25 - 3.50,11.0 - 11.5,7.6,0.5,0.29,0.086,5.0,14.0,0.9950200000000001,0.62,high
1.5 - 2.0,3.00 - 3.25,10.0 - 10.5,9.2,0.36,0.34,0.062,5.0,12.0,0.9966700000000001,0.67,high
2.0 - 2.5,3.25 - 3.50,10.5 - 11.0,7.1,0.59,0.0,0.078,26.0,44.0,0.9952200000000001,0.68,high
2.0 - 2.5,3.25 - 3.50,> 12.0,9.7,0.42,0.46,0.07400000000000001,5.0,16.0,0.99649,0.74,high
1.5 - 2.0,3.25 - 3.50,9.0 - 9.5,7.6,0.36,0.31,0.079,26.0,65.0,0.99716,0.62,high
1.5 - 2.0,3.25 - 3.50,9.0 - 9.5,7.6,0.36,0.31,0.079,26.0,65.0,0.99716,0.62,high
2.0 - 2.5,3.50 - 3.75,11.0 - 11.5,6.5,0.61,0.0,0.095,48.0,59.0,0.99541,0.7,high
> 3.0,3.50 - 3.75,11.0 - 11.5,6.5,0.88,0.03,0.079,23.0,47.0,0.99572,0.5,low
2.0 - 2.5,3.25 - 3.50,> 12.0,7.1,0.66,0.0,0.052000000000000005,6.0,11.0,0.99318,0.66,high
2.0 - 2.5,3.50 - 3.75,11.0 - 11.5,5.6,0.915,0.0,0.040999999999999995,17.0,78.0,0.99346,0.73,low
2.0 - 2.5,3.25 - 3.50,10.5 - 11.0,8.2,0.35,0.33,0.076,11.0,47.0,0.9959899999999999,0.81,high
2.0 - 2.5,3.25 - 3.50,10.5 - 11.0,8.2,0.35,0.33,0.076,11.0,47.0,0.9959899999999999,0.81,high
1.5 - 2.0,3.00 - 3.25,11.0 - 11.5,9.8,0.39,0.43,0.068,5.0,11.0,0.9947799999999999,0.46,low
2.0 - 2.5,3.25 - 3.50,10.0 - 10.5,10.2,0.4,0.4,0.068,41.0,54.0,0.99754,0.86,high
1.5 - 2.0,3.25 - 3.50,9.0 - 9.5,6.8,0.66,0.07,0.07,16.0,61.0,0.99572,0.6,low
2.0 - 2.5,3.25 - 3.50,10.5 - 11.0,6.7,0.64,0.23,0.08,11.0,119.0,0.9953799999999999,0.7,low
1.5 - 2.0,3.25 - 3.50,11.5 - 12.0,7.0,0.43,0.3,0.085,6.0,39.0,0.99346,0.46,high
> 3.0,3.50 - 3.75,> 12.0,6.6,0.8,0.03,0.079,6.0,12.0,0.9963,0.5,low
1.5 - 2.0,3.25 - 3.50,11.5 - 12.0,7.0,0.43,0.3,0.085,6.0,39.0,0.99346,0.46,high
2.0 - 2.5,3.25 - 3.50,10.5 - 11.0,6.7,0.64,0.23,0.08,11.0,119.0,0.9953799999999999,0.7,low
1.5 - 2.0,3.25 - 3.50,9.5 - 10.0,8.8,0.955,0.05,0.075,5.0,19.0,0.99616,0.44,low
> 3.0,3.25 - 3.50,> 12.0,9.1,0.4,0.57,0.08,6.0,20.0,0.9965200000000001,0.57,high
2.0 - 2.5,3.50 - 3.75,10.5 - 11.0,6.5,0.885,0.0,0.166,6.0,12.0,0.99551,0.51,low
2.0 - 2.5,3.50 - 3.75,> 12.0,7.2,0.25,0.37,0.063,11.0,41.0,0.99439,0.8,high
2.0 - 2.5,3.50 - 3.75,10.5 - 11.0,6.4,0.885,0.0,0.166,6.0,12.0,0.99551,0.51,low
1.5 - 2.0,3.00 - 3.25,9.0 - 9.5,7.0,0.745,0.12,0.114,15.0,64.0,0.9958799999999999,0.59,high
1.5 - 2.0,3.50 - 3.75,9.0 - 9.5,6.2,0.43,0.22,0.078,21.0,56.0,0.9963299999999999,0.6,high
2.0 - 2.5,3.00 - 3.25,9.0 - 9.5,7.9,0.58,0.23,0.076,23.0,94.0,0.9968600000000001,0.58,high
<= 1.5,3.00 - 3.25,9.5 - 10.0,7.7,0.57,0.21,0.069,4.0,9.0,0.9945799999999999,0.54,high
1.5 - 2.0,3.00 - 3.25,10.5 - 11.0,7.7,0.26,0.26,0.052000000000000005,19.0,77.0,0.9951,0.79,high
2.0 - 2.5,3.00 - 3.25,9.0 - 9.5,7.9,0.58,0.23,0.076,23.0,94.0,0.9968600000000001,0.58,high
<= 1.5,3.00 - 3.25,9.5 - 10.0,7.7,0.57,0.21,0.069,4.0,9.0,0.9945799999999999,0.54,high
1.5 - 2.0,3.25 - 3.50,11.0 - 11.5,7.9,0.34,0.36,0.065,5.0,10.0,0.99419,0.54,high
1.5 - 2.0,3.25 - 3.50,11.5 - 12.0,8.6,0.42,0.39,0.068,6.0,12.0,0.99516,0.69,high
> 3.0,3.00 - 3.25,9.0 - 9.5,9.9,0.74,0.19,0.111,33.0,76.0,0.9987799999999999,0.55,low
2.0 - 2.5,3.25 - 3.50,10.5 - 11.0,7.2,0.36,0.46,0.07400000000000001,24.0,44.0,0.99534,0.85,high
2.0 - 2.5,3.25 - 3.50,10.5 - 11.0,7.2,0.36,0.46,0.07400000000000001,24.0,44.0,0.99534,0.85,high
2.0 - 2.5,3.25 - 3.50,10.5 - 11.0,7.2,0.36,0.46,0.07400000000000001,24.0,44.0,0.99534,0.85,high
1.5 - 2.0,3.25 - 3.50,9.5 - 10.0,9.9,0.72,0.55,0.136,24.0,52.0,0.9975200000000001,0.94,low
2.0 - 2.5,3.25 - 3.50,10.5 - 11.0,7.2,0.36,0.46,0.07400000000000001,24.0,44.0,0.99534,0.85,high
1.5 - 2.0,3.25 - 3.50,11.0 - 11.5,6.2,0.39,0.43,0.071,14.0,24.0,0.9942799999999999,0.87,high
2.0 - 2.5,3.25 - 3.50,10.0 - 10.5,6.8,0.65,0.02,0.078,8.0,15.0,0.99498,0.62,high
2.0 - 2.5,3.25 - 3.50,9.0 - 9.5,6.6,0.44,0.15,0.076,22.0,53.0,0.9957,0.62,low
2.0 - 2.5,3.25 - 3.50,10.0 - 10.5,6.8,0.65,0.02,0.078,8.0,15.0,0.99498,0.62,high
1.5 - 2.0,3.00 - 3.25,10.0 - 10.5,9.6,0.38,0.42,0.071,5.0,13.0,0.99659,0.75,high
1.5 - 2.0,3.00 - 3.25,10.0 - 10.5,10.2,0.33,0.46,0.081,6.0,9.0,0.9962799999999999,0.48,high
2.0 - 2.5,3.25 - 3.50,11.0 - 11.5,8.8,0.27,0.46,0.095,20.0,29.0,0.9948799999999999,0.56,high
1.5 - 2.0,3.25 - 3.50,9.0 - 9.5,7.9,0.57,0.31,0.079,10.0,79.0,0.99677,0.69,high
1.5 - 2.0,3.00 - 3.25,11.5 - 12.0,8.2,0.34,0.37,0.057,43.0,74.0,0.99408,0.81,high
1.5 - 2.0,3.00 - 3.25,10.5 - 11.0,8.2,0.4,0.31,0.08199999999999999,8.0,24.0,0.996,0.69,high
<= 1.5,3.00 - 3.25,10.5 - 11.0,9.0,0.39,0.4,0.044000000000000004,25.0,50.0,0.9947799999999999,0.83,high
1.5 - 2.0,3.25 - 3.50,11.0 - 11.5,10.9,0.32,0.52,0.132,17.0,44.0,0.99734,0.77,high
1.5 - 2.0,3.25 - 3.50,11.0 - 11.5,10.9,0.32,0.52,0.132,17.0,44.0,0.99734,0.77,high
2.0 - 2.5,3.25 - 3.50,9.5 - 10.0,8.1,0.53,0.22,0.078,33.0,89.0,0.9967799999999999,0.46,high
2.0 - 2.5,3.00 - 3.25,11.5 - 12.0,10.5,0.36,0.47,0.07400000000000001,9.0,23.0,0.9963799999999999,0.76,high
2.0 - 2.5,3.00 - 3.25,10.0 - 10.5,12.6,0.39,0.49,0.08,8.0,20.0,0.9992,0.82,high
2.5 - 3.0,3.00 - 3.25,9.0 - 9.5,9.2,0.46,0.23,0.091,18.0,77.0,0.9992200000000001,0.51,low
> 3.0,3.00 - 3.25,9.0 - 9.5,7.5,0.58,0.03,0.08,27.0,46.0,0.99592,0.47,low
1.5 - 2.0,3.25 - 3.50,9.5 - 10.0,9.0,0.58,0.25,0.10400000000000001,8.0,21.0,0.99769,0.72,low
1.5 - 2.0,3.50 - 3.75,> 12.0,5.1,0.42,0.0,0.044000000000000004,18.0,88.0,0.9915700000000001,0.73,high
2.0 - 2.5,3.25 - 3.50,9.0 - 9.5,7.6,0.43,0.29,0.075,19.0,66.0,0.99718,0.64,low
2.5 - 3.0,3.25 - 3.50,11.5 - 12.0,7.7,0.18,0.34,0.066,15.0,58.0,0.9947,0.78,high
2.5 - 3.0,3.25 - 3.50,10.5 - 11.0,7.8,0.815,0.01,0.07400000000000001,48.0,90.0,0.99621,0.62,low
2.0 - 2.5,3.25 - 3.50,9.0 - 9.5,7.6,0.43,0.29,0.075,19.0,66.0,0.99718,0.64,low
2.0 - 2.5,3.00 - 3.25,9.0 - 9.5,10.2,0.23,0.37,0.057,14.0,36.0,0.9961399999999999,0.49,low
2.0 - 2.5,3.25 - 3.50,> 12.0,7.1,0.75,0.01,0.059000000000000004,11.0,18.0,0.9924200000000001,0.4,high
> 3.0,3.25 - 3.50,11.0 - 11.5,6.0,0.33,0.32,0.054000000000000006,6.0,113.0,0.99572,0.56,low
1.5 - 2.0,3.25 - 3.50,9.0 - 9.5,7.8,0.55,0.0,0.07,7.0,17.0,0.99659,0.64,high
2.0 - 2.5,3.25 - 3.50,> 12.0,7.1,0.75,0.01,0.059000000000000004,11.0,18.0,0.9924200000000001,0.4,high
2.0 - 2.5,3.25 - 3.50,9.5 - 10.0,8.1,0.73,0.0,0.081,12.0,24.0,0.99798,0.46,low
> 3.0,3.25 - 3.50,11.5 - 12.0,6.5,0.67,0.0,0.057,11.0,20.0,0.9948799999999999,0.56,low
1.5 - 2.0,3.00 - 3.25,9.0 - 9.5,7.5,0.61,0.2,0.076,36.0,60.0,0.9949399999999999,0.4,low
2.0 - 2.5,3.00 - 3.25,9.5 - 10.0,9.8,0.37,0.39,0.079,28.0,65.0,0.99729,0.59,low
1.5 - 2.0,3.00 - 3.25,> 12.0,9.0,0.4,0.41,0.057999999999999996,15.0,40.0,0.9941399999999999,0.6,high
2.0 - 2.5,3.25 - 3.50,9.0 - 9.5,8.3,0.56,0.22,0.08199999999999999,10.0,86.0,0.9983,0.62,low
> 3.0,3.25 - 3.50,10.0 - 10.5,5.9,0.29,0.25,0.067,72.0,160.0,0.99721,0.54,high
1.5 - 2.0,3.25 - 3.50,10.0 - 10.5,7.4,0.55,0.19,0.08199999999999999,15.0,34.0,0.99655,0.68,low
1.5 - 2.0,3.00 - 3.25,9.5 - 10.0,7.4,0.74,0.07,0.086,15.0,48.0,0.9950200000000001,0.48,low
1.5 - 2.0,3.25 - 3.50,10.0 - 10.5,7.4,0.55,0.19,0.08199999999999999,15.0,34.0,0.99655,0.68,low
2.0 - 2.5,3.25 - 3.50,11.0 - 11.5,6.9,0.41,0.33,0.081,22.0,36.0,0.9949,0.75,high
2.0 - 2.5,3.25 - 3.50,10.5 - 11.0,7.1,0.6,0.01,0.079,24.0,37.0,0.9951399999999999,0.61,high
2.0 - 2.5,3.25 - 3.50,10.5 - 11.0,7.1,0.6,0.01,0.079,24.0,37.0,0.9951399999999999,0.61,high
2.0 - 2.5,3.25 - 3.50,9.5 - 10.0,7.5,0.58,0.14,0.077,27.0,60.0,0.9963,0.59,low
1.5 - 2.0,3.25 - 3.50,9.5 - 10.0,7.1,0.72,0.0,0.12300000000000001,6.0,14.0,0.9962700000000001,0.58,low
<= 1.5,3.25 - 3.50,9.0 - 9.5,7.9,0.66,0.0,0.096,6.0,13.0,0.99569,0.58,low
1.5 - 2.0,3.25 - 3.50,10.5 - 11.0,7.8,0.7,0.06,0.079,20.0,35.0,0.9962799999999999,0.69,low
2.0 - 2.5,3.25 - 3.50,10.5 - 11.0,6.1,0.64,0.02,0.069,26.0,46.0,0.9935799999999999,0.45,low
1.5 - 2.0,3.00 - 3.25,9.0 - 9.5,7.5,0.59,0.22,0.08199999999999999,43.0,60.0,0.9949899999999999,0.42,low
> 3.0,3.25 - 3.50,10.5 - 11.0,7.0,0.58,0.28,0.085,12.0,69.0,0.9963299999999999,0.7,high
2.5 - 3.0,3.25 - 3.50,11.0 - 11.5,6.8,0.64,0.0,0.12300000000000001,15.0,33.0,0.9953799999999999,0.63,high
2.5 - 3.0,3.25 - 3.50,11.0 - 11.5,6.8,0.64,0.0,0.12300000000000001,15.0,33.0,0.9953799999999999,0.63,high
1.5 - 2.0,3.00 - 3.25,9.0 - 9.5,8.6,0.635,0.68,0.40299999999999997,19.0,56.0,0.9963200000000001,1.15,low
1.5 - 2.0,3.50 - 3.75,11.0 - 11.5,6.3,1.02,0.0,0.083,17.0,24.0,0.9943700000000001,0.55,low
2.0 - 2.5,3.00 - 3.25,9.5 - 10.0,9.8,0.45,0.38,0.081,34.0,66.0,0.99726,0.58,low
2.0 - 2.5,3.25 - 3.50,9.5 - 10.0,8.2,0.78,0.0,0.08900000000000001,13.0,26.0,0.9978,0.46,low
1.5 - 2.0,3.25 - 3.50,11.5 - 12.0,8.5,0.37,0.32,0.066,26.0,51.0,0.99456,0.72,high
2.0 - 2.5,3.25 - 3.50,10.0 - 10.5,7.2,0.57,0.05,0.081,16.0,36.0,0.99564,0.6,high
2.0 - 2.5,3.25 - 3.50,10.0 - 10.5,7.2,0.57,0.05,0.081,16.0,36.0,0.99564,0.6,high
2.0 - 2.5,3.00 - 3.25,11.0 - 11.5,10.4,0.43,0.5,0.068,13.0,19.0,0.996,0.87,high
1.5 - 2.0,3.25 - 3.50,9.0 - 9.5,6.9,0.41,0.31,0.079,21.0,51.0,0.9966799999999999,0.55,high
